j_id,r_id,cost
M2_12,C65,199.16
M2_12,C66,228.39
M2_12,C67,146.69
M2_12,C68,85.9
M2_12,C69,245.9
M2_12,C70,163.14
M2_12,C71,84.89
M2_12,C72,225.2
M2_12,C73,104.71
M2_12,C74,140.62
M2_12,C75,158.31
M2_12,C76,206.74
M2_12,C77,170.98
M2_12,C78,153.43
M2_12,C79,133.87
M2_12,C80,174.48
M2_12,C81,167.02
M2_12,C82,254.03
M2_12,C83,71.54
M2_12,C84,50.4
M2_12,C85,244.37
M2_12,C86,227.62
M2_12,C87,132.37
M2_12,C88,185.9
M2_12,C89,226.17
M2_12,C90,198.8
M2_12,C91,274.63
M2_12,C92,160.75
M2_12,C93,232.95
M2_12,C94,283.83
M2_12,C95,130.74
M2_12,C96,244.73
M2_12,C97,190.86
M2_12,C98,59.45
M2_12,C99,243.84
M2_12,C100,63.9
M2_13,C1,146.22
M2_13,C2,94.76
M2_13,C3,195.96
M2_13,C4,114.31
M2_13,C5,185.0
M2_13,C6,94.77
M2_13,C7,214.54
M2_13,C8,57.2
M2_13,C9,203.08
M2_13,C10,177.88
M2_13,C11,81.31
M2_13,C12,68.34
M2_13,C13,71.3
M2_13,C14,95.56
M2_13,C15,204.86
M2_13,C16,126.55
M2_13,C17,135.47
M2_13,C18,223.32
M2_13,C19,113.8
M2_13,C20,154.38
M2_13,C21,97.49
M2_13,C22,46.25
M2_13,C23,191.82
M2_13,C24,148.93
M2_13,C25,35.95
M2_13,C26,83.85
M2_13,C27,70.04
M2_13,C28,88.27
M2_13,C29,117.37
M2_13,C30,186.81
M2_13,C31,168.58
M2_13,C32,68.27
M2_13,C33,81.33
M2_13,C34,117.75
M2_13,C35,116.55
M2_13,C36,130.32
M2_13,C37,151.29
M2_13,C38,132.0
M2_13,C39,108.88
M2_13,C40,66.99
M2_13,C41,135.23
M2_13,C42,184.57
M2_13,C43,188.99
M2_13,C44,101.88
M2_13,C45,80.11
M2_13,C46,97.35
M2_13,C47,207.68
M2_13,C48,183.91
M2_13,C49,111.31
M2_13,C50,190.89
M2_13,C51,79.97
M2_13,C52,152.04
M2_13,C53,121.85
M2_13,C54,64.36
M2_13,C55,80.05
M2_13,C56,183.22
M2_13,C57,101.82
M2_13,C58,110.07
M2_13,C59,154.53
M2_13,C60,147.11
M2_13,C61,166.9
M2_13,C62,81.63
M2_13,C63,138.52
M2_13,C64,147.75
M2_13,C65,135.25
M2_13,C66,131.0
M2_13,C67,51.15
M2_13,C68,40.06
M2_13,C69,146.32
M2_13,C70,57.56
M2_13,C71,74.67
M2_13,C72,119.56
M2_13,C73,147.24
M2_13,C74,135.77
M2_13,C75,179.25
M2_13,C76,105.42
M2_13,C77,127.81
M2_13,C78,145.66
M2_13,C79,122.56
M2_13,C80,194.95
M2_13,C81,68.32
M2_13,C82,203.63
M2_13,C83,40.56
M2_13,C84,57.18
M2_13,C85,154.13
M2_13,C86,164.16
M2_13,C87,54.22
M2_13,C88,185.65
M2_13,C89,201.72
M2_13,C90,140.23
M2_13,C91,213.63
M2_13,C92,96.43
M2_13,C93,159.63
M2_13,C94,204.25
M2_13,C95,30.34
M2_13,C96,141.71
M2_13,C97,84.88
M2_13,C98,94.1
M2_13,C99,138.35
M2_13,C100,46.05
M2_14,C1,216.92
M2_14,C2,171.04
M2_14,C3,33.07
M2_14,C4,274.77
M2_14,C5,129.49
M2_14,C6,209.47
M2_14,C7,25.85
M2_14,C8,245.85
M2_14,C9,31.65
M2_14,C10,167.78
M2_14,C11,221.28
M2_14,C12,193.96
M2_14,C13,174.26
M2_14,C14,301.69
M2_14,C15,34.71
M2_14,C16,155.42
M2_14,C17,114.2
M2_14,C18,183.67
M2_14,C19,271.05
M2_14,C20,163.68
M2_14,C21,178.48
M2_14,C22,191.32
M2_14,C23,95.09
M2_14,C24,87.09
M2_14,C25,238.81
M2_14,C26,170.36
M2_14,C27,229.56
M2_14,C28,213.45
M2_14,C29,143.12
M2_14,C30,77.64
M2_14,C31,253.74
M2_14,C32,163.38
M2_14,C33,176.71
M2_14,C34,129.8
M2_14,C35,291.81
M2_14,C36,170.09
M2_14,C37,85.07
M2_14,C38,297.75
M2_14,C39,130.24
M2_14,C40,160.87
M2_14,C41,128.15
M2_14,C42,241.92
M2_14,C43,209.1
M2_14,C44,204.4
M2_14,C45,288.09
M2_14,C46,136.82
M2_14,C47,79.38
M2_14,C48,79.19
M2_14,C49,123.6
M2_14,C50,48.53
M2_14,C51,247.55
M2_14,C52,113.1
M2_14,C53,275.34
M2_14,C54,233.33
M2_14,C55,273.15
M2_14,C56,223.89
M2_14,C57,167.58
M2_14,C58,143.04
M2_14,C59,75.5
M2_14,C60,273.53
M2_14,C61,61.52
M2_14,C62,149.16
M2_14,C63,198.55
M2_14,C64,261.11
M2_14,C65,149.32
M2_14,C66,236.14
M2_14,C67,273.98
M2_14,C68,250.56
M2_14,C69,253.19
M2_14,C70,244.03
M2_14,C71,158.47
M2_14,C72,278.18
M2_14,C73,115.28
M2_14,C74,91.65
M2_14,C75,60.21
M2_14,C76,308.52
M2_14,C77,118.84
M2_14,C78,81.8
M2_14,C79,104.72
M2_14,C80,45.14
M2_14,C81,284.54
M2_14,C82,129.35
M2_14,C83,235.71
M2_14,C84,225.34
M2_14,C85,220.88
M2_14,C86,150.83
M2_14,C87,185.76
M2_14,C88,42.25
M2_14,C89,69.78
M2_14,C90,139.0
M2_14,C91,160.85
M2_14,C92,156.25
M2_14,C93,173.87
M2_14,C94,210.48
M2_14,C95,218.09
M2_14,C96,269.02
M2_14,C97,267.85
M2_14,C98,163.18
M2_14,C99,288.06
M2_14,C100,231.73
M2_15,C1,107.53
M2_15,C2,164.88
M2_15,C3,100.39
M2_15,C4,176.05
M2_15,C5,26.42
M2_15,C6,200.83
M2_15,C7,86.0
M2_15,C8,210.44
M2_15,C9,79.87
M2_15,C10,58.14
M2_15,C11,203.71
M2_15,C12,171.94
M2_15,C13,151.22
M2_15,C14,216.05
M2_15,C15,117.4
M2_15,C16,53.67
M2_15,C17,132.74
M2_15,C18,87.1
M2_15,C19,171.97
M2_15,C20,52.94
M2_15,C21,85.03
M2_15,C22,153.64
M2_15,C23,25.42
M2_15,C24,48.61
M2_15,C25,195.0
M2_15,C26,156.29
M2_15,C27,141.11
M2_15,C28,118.79
M2_15,C29,151.01
M2_15,C30,34.2
M2_15,C31,143.34
M2_15,C32,102.61
M2_15,C33,92.86
M2_15,C34,134.88
M2_15,C35,195.24
M2_15,C36,64.38
M2_15,C37,48.08
M2_15,C38,197.7
M2_15,C39,125.23
M2_15,C40,109.47
M2_15,C41,33.96
M2_15,C42,130.84
M2_15,C43,99.17
M2_15,C44,200.3
M2_15,C45,205.17
M2_15,C46,120.67
M2_15,C47,45.88
M2_15,C48,32.18
M2_15,C49,116.6
M2_15,C50,63.44
M2_15,C51,156.39
M2_15,C52,17.54
M2_15,C53,174.64
M2_15,C54,147.05
M2_15,C55,185.85
M2_15,C56,113.0
M2_15,C57,75.27
M2_15,C58,144.69
M2_15,C59,95.88
M2_15,C60,167.08
M2_15,C61,90.92
M2_15,C62,120.61
M2_15,C63,89.99
M2_15,C64,153.57
M2_15,C65,44.9
M2_15,C66,130.02
M2_15,C67,202.98
M2_15,C68,204.47
M2_15,C69,145.35
M2_15,C70,160.94
M2_15,C71,129.8
M2_15,C72,178.48
M2_15,C73,145.18
M2_15,C74,84.09
M2_15,C75,114.48
M2_15,C76,220.61
M2_15,C77,43.85
M2_15,C78,74.88
M2_15,C79,83.98
M2_15,C80,116.63
M2_15,C81,206.93
M2_15,C82,40.49
M2_15,C83,195.05
M2_15,C84,195.0
M2_15,C85,110.7
M2_15,C86,39.77
M2_15,C87,115.41
M2_15,C88,81.11
M2_15,C89,47.02
M2_15,C90,34.95
M2_15,C91,66.09
M2_15,C92,73.59
M2_15,C93,62.81
M2_15,C94,102.93
M2_15,C95,147.31
M2_15,C96,163.16
M2_15,C97,177.63
M2_15,C98,155.67
M2_15,C99,184.96
M2_15,C100,194.69
M2_16,C1,188.25
M2_16,C2,18.27
M2_16,C3,147.69
M2_16,C4,183.08
M2_16,C5,186.49
M2_16,C6,38.07
M2_16,C7,175.8
M2_16,C8,66.83
M2_16,C9,164.55
M2_16,C10,195.46
M2_16,C11,42.38
M2_16,C12,13.53
M2_16,C13,12.65
M2_16,C14,172.12
M2_16,C15,151.38
M2_16,C16,142.46
M2_16,C17,70.7
M2_16,C18,239.31
M2_16,C19,181.59
M2_16,C20,172.96
M2_16,C21,127.16
M2_16,C22,31.83
M2_16,C23,179.07
M2_16,C24,124.11
M2_16,C25,66.36
M2_16,C26,10.65
M2_16,C27,131.53
M2_16,C28,138.57
M2_16,C29,45.26
M2_16,C30,166.62
M2_16,C31,219.58
M2_16,C32,74.74
M2_16,C33,109.2
M2_16,C34,52.63
M2_16,C35,189.27
M2_16,C36,153.86
M2_16,C37,126.1
M2_16,C38,203.42
M2_16,C39,50.57
M2_16,C40,62.2
M2_16,C41,135.72
M2_16,C42,228.3
M2_16,C43,220.34
M2_16,C44,39.29
M2_16,C45,156.66
M2_16,C46,46.51
M2_16,C47,188.37
M2_16,C48,164.17
M2_16,C49,57.85
M2_16,C50,157.6
M2_16,C51,146.91
M2_16,C52,145.92
M2_16,C53,189.31
M2_16,C54,128.75
M2_16,C55,154.6
M2_16,C56,220.96
M2_16,C57,124.49
M2_16,C58,40.65
M2_16,C59,105.67
M2_16,C60,208.93
M2_16,C61,120.1
M2_16,C62,42.43
M2_16,C63,174.29
M2_16,C64,205.48
M2_16,C65,147.87
M2_16,C66,183.3
M2_16,C67,126.23
M2_16,C68,78.07
M2_16,C69,201.68
M2_16,C70,127.91
M2_16,C71,33.55
M2_16,C72,188.28
M2_16,C73,78.28
M2_16,C74,95.12
M2_16,C75,123.59
M2_16,C76,181.94
M2_16,C77,119.94
M2_16,C78,107.85
M2_16,C79,86.23
M2_16,C80,140.29
M2_16,C81,144.63
M2_16,C82,203.22
M2_16,C83,61.11
M2_16,C84,45.62
M2_16,C85,196.25
M2_16,C86,176.24
M2_16,C87,85.7
M2_16,C88,144.07
M2_16,C89,178.91
M2_16,C90,147.4
M2_16,C91,223.29
M2_16,C92,109.96
M2_16,C93,182.02
M2_16,C94,233.21
M2_16,C95,92.8
M2_16,C96,203.23
M2_16,C97,157.33
M2_16,C98,20.24
M2_16,C99,206.14
M2_16,C100,55.01
M2_17,C1,59.39
M2_17,C2,142.45
M2_17,C3,150.28
M2_17,C4,103.04
M2_17,C5,83.41
M2_17,C6,168.79
M2_17,C7,150.64
M2_17,C8,158.46
M2_17,C9,141.27
M2_17,C10,71.14
M2_17,C11,164.91
M2_17,C12,135.93
M2_17,C13,119.92
M2_17,C14,140.23
M2_17,C15,165.5
M2_17,C16,22.91
M2_17,C17,138.96
M2_17,C18,116.65
M2_17,C19,99.19
M2_17,C20,47.64
M2_17,C21,9.97
M2_17,C22,110.03
M2_17,C23,101.27
M2_17,C24,86.15
M2_17,C25,139.29
M2_17,C26,130.39
M2_17,C27,65.43
M2_17,C28,43.22
M2_17,C29,142.98
M2_17,C30,105.29
M2_17,C31,95.8
M2_17,C32,57.72
M2_17,C33,26.07
M2_17,C34,130.86
M2_17,C35,121.16
M2_17,C36,23.73
M2_17,C37,87.89
M2_17,C38,125.75
M2_17,C39,118.08
M2_17,C40,70.41
M2_17,C41,45.64
M2_17,C42,98.07
M2_17,C43,88.24
M2_17,C44,171.54
M2_17,C45,129.69
M2_17,C46,107.11
M2_17,C47,121.33
M2_17,C48,102.52
M2_17,C49,112.35
M2_17,C50,124.83
M2_17,C51,80.58
M2_17,C52,63.74
M2_17,C53,103.15
M2_17,C54,71.69
M2_17,C55,110.02
M2_17,C56,88.76
M2_17,C57,8.33
M2_17,C58,134.37
M2_17,C59,123.66
M2_17,C60,103.64
M2_17,C61,127.88
M2_17,C62,96.8
M2_17,C63,42.78
M2_17,C64,93.22
M2_17,C65,32.39
M2_17,C66,67.34
M2_17,C67,131.1
M2_17,C68,146.18
M2_17,C69,86.28
M2_17,C70,86.08
M2_17,C71,101.66
M2_17,C72,106.19
M2_17,C73,154.11
M2_17,C74,102.44
M2_17,C75,150.33
M2_17,C76,144.76
M2_17,C77,53.91
M2_17,C78,102.74
M2_17,C79,92.15
M2_17,C80,159.99
M2_17,C81,132.61
M2_17,C82,101.78
M2_17,C83,141.45
M2_17,C84,148.57
M2_17,C85,66.77
M2_17,C86,58.55
M2_17,C87,54.56
M2_17,C88,132.64
M2_17,C89,120.21
M2_17,C90,41.11
M2_17,C91,107.37
M2_17,C92,25.19
M2_17,C93,53.38
M2_17,C94,101.94
M2_17,C95,79.48
M2_17,C96,98.62
M2_17,C97,101.82
M2_17,C98,134.92
M2_17,C99,115.94
M2_17,C100,143.63
M2_18,C1,193.76
M2_18,C2,143.03
M2_18,C3,9.89
M2_18,C4,247.0
M2_18,C5,114.42
M2_18,C6,181.94
M2_18,C7,27.64
M2_18,C8,216.0
M2_18,C9,20.11
M2_18,C10,150.29
M2_18,C11,192.82
M2_18,C12,164.65
M2_18,C13,144.56
M2_18,C14,271.83
M2_18,C15,25.99
M2_18,C16,130.43
M2_18,C17,87.81
M2_18,C18,172.87
M2_18,C19,243.39
M2_18,C20,142.66
M2_18,C21,150.96
M2_18,C22,160.9
M2_18,C23,82.21
M2_18,C24,59.31
M2_18,C25,208.41
M2_18,C26,141.41
M2_18,C27,200.47
M2_18,C28,185.49
M2_18,C29,116.3
M2_18,C30,62.4
M2_18,C31,231.25
M2_18,C32,132.92
M2_18,C33,147.83
M2_18,C34,101.96
M2_18,C35,263.48
M2_18,C36,145.85
M2_18,C37,57.56
M2_18,C38,270.14
M2_18,C39,101.11
M2_18,C40,130.14
M2_18,C41,103.11
M2_18,C42,221.76
M2_18,C43,191.32
M2_18,C44,177.42
M2_18,C45,258.05
M2_18,C46,106.87
M2_18,C47,72.42
M2_18,C48,62.92
M2_18,C49,94.01
M2_18,C50,30.42
M2_18,C51,218.66
M2_18,C52,90.26
M2_18,C53,248.04
M2_18,C54,203.94
M2_18,C55,243.59
M2_18,C56,204.57
M2_18,C57,140.16
M2_18,C58,115.25
M2_18,C59,45.99
M2_18,C60,248.16
M2_18,C61,31.57
M2_18,C62,118.71
M2_18,C63,175.05
M2_18,C64,236.37
M2_18,C65,125.35
M2_18,C66,210.95
M2_18,C67,243.34
M2_18,C68,220.12
M2_18,C69,228.66
M2_18,C70,214.23
M2_18,C71,128.15
M2_18,C72,250.61
M2_18,C73,91.52
M2_18,C74,60.92
M2_18,C75,37.89
M2_18,C76,278.86
M2_18,C77,91.54
M2_18,C78,51.1
M2_18,C79,73.95
M2_18,C80,29.31
M2_18,C81,254.15
M2_18,C82,118.49
M2_18,C83,205.46
M2_18,C84,195.7
M2_18,C85,198.4
M2_18,C86,131.45
M2_18,C87,155.53
M2_18,C88,12.81
M2_18,C89,60.63
M2_18,C90,115.44
M2_18,C91,150.04
M2_18,C92,127.77
M2_18,C93,153.45
M2_18,C94,194.72
M2_18,C95,187.63
M2_18,C96,243.43
M2_18,C97,238.68
M2_18,C98,134.81
M2_18,C99,261.34
M2_18,C100,201.67
M2_19,C1,200.95
M2_19,C2,28.09
M2_19,C3,111.79
M2_19,C4,211.94
M2_19,C5,176.56
M2_19,C6,65.11
M2_19,C7,143.67
M2_19,C8,109.34
M2_19,C9,133.12
M2_19,C10,193.99
M2_19,C11,78.27
M2_19,C12,56.4
M2_19,C13,44.26
M2_19,C14,209.52
M2_19,C15,112.65
M2_19,C16,145.15
M2_19,C17,30.34
M2_19,C18,234.47
M2_19,C19,209.82
M2_19,C20,173.83
M2_19,C21,139.37
M2_19,C22,69.15
M2_19,C23,161.52
M2_19,C24,105.01
M2_19,C25,109.52
M2_19,C26,33.21
M2_19,C27,158.85
M2_19,C28,159.68
M2_19,C29,2.06
M2_19,C30,145.69
M2_19,C31,235.82
M2_19,C32,88.64
M2_19,C33,123.66
M2_19,C34,16.74
M2_19,C35,221.04
M2_19,C36,159.37
M2_19,C37,106.47
M2_19,C38,233.77
M2_19,C39,25.94
M2_19,C40,76.12
M2_19,C41,130.55
M2_19,C42,239.87
M2_19,C43,225.16
M2_19,C44,60.06
M2_19,C45,194.02
M2_19,C46,34.79
M2_19,C47,166.41
M2_19,C48,143.71
M2_19,C49,34.3
M2_19,C50,129.64
M2_19,C51,176.11
M2_19,C52,135.47
M2_19,C53,217.05
M2_19,C54,157.75
M2_19,C55,188.86
M2_19,C56,229.39
M2_19,C57,133.49
M2_19,C58,7.47
M2_19,C59,72.77
M2_19,C60,232.25
M2_19,C61,87.01
M2_19,C62,46.69
M2_19,C63,184.53
M2_19,C64,226.37
M2_19,C65,148.03
M2_19,C66,202.08
M2_19,C67,166.28
M2_19,C68,121.29
M2_19,C69,221.3
M2_19,C70,160.13
M2_19,C71,46.43
M2_19,C72,216.93
M2_19,C73,35.18
M2_19,C74,70.15
M2_19,C75,84.91
M2_19,C76,218.95
M2_19,C77,112.33
M2_19,C78,82.52
M2_19,C79,66.94
M2_19,C80,101.38
M2_19,C81,183.5
M2_19,C82,191.07
M2_19,C83,104.36
M2_19,C84,88.09
M2_19,C85,208.52
M2_19,C86,173.17
M2_19,C87,107.64
M2_19,C88,112.2
M2_19,C89,155.55
M2_19,C90,144.53
M2_19,C91,215.67
M2_19,C92,116.82
M2_19,C93,184.27
M2_19,C94,236.02
M2_19,C95,124.93
M2_19,C96,226.57
M2_19,C97,189.7
M2_19,C98,23.01
M2_19,C99,233.61
M2_19,C100,98.21
M2_20,C1,83.83
M2_20,C2,150.24
M2_20,C3,208.32
M2_20,C4,49.64
M2_20,C5,152.72
M2_20,C6,161.06
M2_20,C7,215.51
M2_20,C8,127.09
M2_20,C9,205.18
M2_20,C10,132.22
M2_20,C11,149.91
M2_20,C12,130.39
M2_20,C13,124.32
M2_20,C14,69.95
M2_20,C15,221.48
M2_20,C16,93.16
M2_20,C17,172.24
M2_20,C18,174.49
M2_20,C19,47.74
M2_20,C20,111.49
M2_20,C21,61.11
M2_20,C22,102.8
M2_20,C23,171.51
M2_20,C24,147.74
M2_20,C25,105.78
M2_20,C26,137.58
M2_20,C27,5.13
M2_20,C28,29.9
M2_20,C29,164.1
M2_20,C30,174.07
M2_20,C31,99.74
M2_20,C32,79.38
M2_20,C33,57.99
M2_20,C34,157.99
M2_20,C35,60.46
M2_20,C36,88.0
M2_20,C37,149.87
M2_20,C38,71.66
M2_20,C39,145.94
M2_20,C40,89.1
M2_20,C41,114.38
M2_20,C42,118.62
M2_20,C43,130.92
M2_20,C44,167.01
M2_20,C45,59.45
M2_20,C46,133.0
M2_20,C47,191.25
M2_20,C48,171.22
M2_20,C49,144.11
M2_20,C50,189.66
M2_20,C51,14.13
M2_20,C52,132.97
M2_20,C53,55.31
M2_20,C54,5.98
M2_20,C55,39.84
M2_20,C56,121.02
M2_20,C57,71.25
M2_20,C58,155.41
M2_20,C59,173.54
M2_20,C60,77.12
M2_20,C61,181.9
M2_20,C62,117.29
M2_20,C63,82.44
M2_20,C64,77.48
M2_20,C65,102.54
M2_20,C66,62.89
M2_20,C67,68.28
M2_20,C68,107.2
M2_20,C69,76.5
M2_20,C70,19.15
M2_20,C71,115.89
M2_20,C72,54.7
M2_20,C73,186.7
M2_20,C74,151.63
M2_20,C75,200.95
M2_20,C76,75.1
M2_20,C77,117.24
M2_20,C78,156.71
M2_20,C79,138.56
M2_20,C80,213.83
M2_20,C81,64.38
M2_20,C82,170.61
M2_20,C83,110.82
M2_20,C84,126.82
M2_20,C85,90.95
M2_20,C86,125.54
M2_20,C87,56.3
M2_20,C88,192.93
M2_20,C89,189.28
M2_20,C90,111.5
M2_20,C91,170.81
M2_20,C92,78.82
M2_20,C93,112.3
M2_20,C94,146.86
M2_20,C95,42.67
M2_20,C96,71.62
M2_20,C97,33.23
M2_20,C98,146.15
M2_20,C99,72.12
M2_20,C100,116.34
M2_21,C1,23.22
M2_21,C2,193.0
M2_21,C3,209.27
M2_21,C4,61.11
M2_21,C5,117.81
M2_21,C6,212.53
M2_21,C7,205.43
M2_21,C8,187.38
M2_21,C9,197.15
M2_21,C10,85.54
M2_21,C11,204.5
M2_21,C12,179.86
M2_21,C13,168.13
M2_21,C14,117.02
M2_21,C15,225.0
M2_21,C16,73.36
M2_21,C17,198.0
M2_21,C18,120.42
M2_21,C19,56.94
M2_21,C20,72.6
M2_21,C21,59.4
M2_21,C22,151.86
M2_21,C23,146.21
M2_21,C24,144.95
M2_21,C25,166.21
M2_21,C26,180.29
M2_21,C27,62.08
M2_21,C28,42.75
M2_21,C29,198.7
M2_21,C30,155.87
M2_21,C31,39.81
M2_21,C32,108.88
M2_21,C33,73.65
M2_21,C34,188.19
M2_21,C35,81.56
M2_21,C36,58.82
M2_21,C37,146.45
M2_21,C38,78.98
M2_21,C39,175.32
M2_21,C40,121.75
M2_21,C41,100.71
M2_21,C42,54.86
M2_21,C43,70.88
M2_21,C44,217.01
M2_21,C45,112.7
M2_21,C46,163.42
M2_21,C47,167.32
M2_21,C48,153.46
M2_21,C49,170.54
M2_21,C50,180.31
M2_21,C51,62.67
M2_21,C52,115.97
M2_21,C53,56.62
M2_21,C54,69.27
M2_21,C55,90.22
M2_21,C56,58.15
M2_21,C57,68.09
M2_21,C58,189.86
M2_21,C59,184.36
M2_21,C60,44.93
M2_21,C61,188.15
M2_21,C62,150.77
M2_21,C63,33.62
M2_21,C64,32.78
M2_21,C65,79.57
M2_21,C66,7.64
M2_21,C67,130.93
M2_21,C68,169.21
M2_21,C69,25.55
M2_21,C70,82.56
M2_21,C71,153.36
M2_21,C72,61.64
M2_21,C73,213.19
M2_21,C74,163.17
M2_21,C75,210.9
M2_21,C76,117.32
M2_21,C77,113.16
M2_21,C78,163.23
M2_21,C79,152.69
M2_21,C80,220.05
M2_21,C81,122.97
M2_21,C82,132.54
M2_21,C83,170.46
M2_21,C84,183.64
M2_21,C85,28.54
M2_21,C86,88.49
M2_21,C87,94.17
M2_21,C88,190.96
M2_21,C89,169.4
M2_21,C90,90.03
M2_21,C91,122.77
M2_21,C92,84.6
M2_21,C93,67.37
M2_21,C94,86.67
M2_21,C95,100.1
M2_21,C96,40.79
M2_21,C97,78.57
M2_21,C98,186.7
M2_21,C99,63.59
M2_21,C100,174.97
M2_22,C1,99.13
M2_22,C2,107.76
M2_22,C3,117.72
M2_22,C4,133.6
M2_22,C5,89.84
M2_22,C6,138.57
M2_22,C7,125.37
M2_22,C8,140.35
M2_22,C9,114.71
M2_22,C10,94.71
M2_22,C11,138.08
M2_22,C12,107.0
M2_22,C13,88.15
M2_22,C14,158.46
M2_22,C15,131.56
M2_22,C16,42.34
M2_22,C17,99.03
M2_22,C18,138.8
M2_22,C19,130.22
M2_22,C20,72.45
M2_22,C21,40.83
M2_22,C22,85.02
M2_22,C23,93.42
M2_22,C24,57.17
M2_22,C25,124.21
M2_22,C26,96.64
M2_22,C27,85.92
M2_22,C28,72.35
M2_22,C29,104.53
M2_22,C30,89.55
M2_22,C31,135.76
M2_22,C32,31.85
M2_22,C33,33.37
M2_22,C34,91.58
M2_22,C35,149.26
M2_22,C36,55.86
M2_22,C37,59.38
M2_22,C38,156.89
M2_22,C39,78.95
M2_22,C40,40.58
M2_22,C41,38.13
M2_22,C42,136.97
M2_22,C43,122.07
M2_22,C44,139.92
M2_22,C45,145.4
M2_22,C46,68.77
M2_22,C47,109.77
M2_22,C48,86.62
M2_22,C49,72.75
M2_22,C50,99.79
M2_22,C51,104.11
M2_22,C52,53.76
M2_22,C53,135.56
M2_22,C54,89.64
M2_22,C55,129.53
M2_22,C56,125.87
M2_22,C57,32.0
M2_22,C58,96.17
M2_22,C59,86.16
M2_22,C60,141.06
M2_22,C61,92.44
M2_22,C62,60.89
M2_22,C63,81.74
M2_22,C64,131.84
M2_22,C65,47.13
M2_22,C66,106.08
M2_22,C67,136.45
M2_22,C68,133.53
M2_22,C69,125.33
M2_22,C70,100.84
M2_22,C71,67.71
M2_22,C72,137.57
M2_22,C73,114.16
M2_22,C74,64.32
M2_22,C75,113.44
M2_22,C76,164.97
M2_22,C77,29.83
M2_22,C78,66.95
M2_22,C79,52.96
M2_22,C80,124.74
M2_22,C81,143.72
M2_22,C82,107.99
M2_22,C83,124.54
M2_22,C84,126.24
M2_22,C85,106.29
M2_22,C86,75.72
M2_22,C87,46.29
M2_22,C88,101.98
M2_22,C89,104.78
M2_22,C90,47.3
M2_22,C91,123.93
M2_22,C92,15.37
M2_22,C93,82.05
M2_22,C94,133.78
M2_22,C95,79.49
M2_22,C96,135.75
M2_22,C97,124.18
M2_22,C98,99.45
M2_22,C99,150.08
M2_22,C100,124.66
M2_23,C1,169.0
M2_23,C2,58.58
M2_23,C3,175.4
M2_23,C4,149.45
M2_23,C5,188.49
M2_23,C6,58.72
M2_23,C7,198.91
M2_23,C8,42.11
M2_23,C9,187.38
M2_23,C10,189.16
M2_23,C11,48.09
M2_23,C12,30.95
M2_23,C13,38.04
M2_23,C14,132.67
M2_23,C15,181.86
M2_23,C16,135.5
M2_23,C17,105.84
M2_23,C18,234.58
M2_23,C19,148.52
M2_23,C20,165.61
M2_23,C21,112.28
M2_23,C22,16.76
M2_23,C23,188.47
M2_23,C24,138.49
M2_23,C25,30.81
M2_23,C26,48.96
M2_23,C27,100.99
M2_23,C28,113.79
M2_23,C29,83.93
M2_23,C30,179.71
M2_23,C31,196.06
M2_23,C32,67.08
M2_23,C33,94.06
M2_23,C34,87.48
M2_23,C35,153.25
M2_23,C36,143.32
M2_23,C37,140.76
M2_23,C38,168.29
M2_23,C39,81.11
M2_23,C40,58.93
M2_23,C41,136.71
M2_23,C42,208.76
M2_23,C43,207.24
M2_23,C44,65.2
M2_23,C45,117.3
M2_23,C46,71.82
M2_23,C47,201.43
M2_23,C48,176.97
M2_23,C49,85.75
M2_23,C50,177.51
M2_23,C51,113.94
M2_23,C52,150.86
M2_23,C53,156.49
M2_23,C54,96.7
M2_23,C55,117.24
M2_23,C56,204.5
M2_23,C57,113.1
M2_23,C58,77.69
M2_23,C59,132.82
M2_23,C60,179.42
M2_23,C61,146.49
M2_23,C62,58.93
M2_23,C63,157.99
M2_23,C64,178.18
M2_23,C65,142.86
M2_23,C66,158.6
M2_23,C67,85.97
M2_23,C68,42.64
M2_23,C69,175.61
M2_23,C70,92.84
M2_23,C71,49.53
M2_23,C72,154.72
M2_23,C73,115.78
M2_23,C74,117.26
M2_23,C75,154.81
M2_23,C76,142.62
M2_23,C77,124.75
M2_23,C78,128.88
M2_23,C79,105.41
M2_23,C80,171.23
M2_23,C81,104.64
M2_23,C82,206.56
M2_23,C83,28.22
M2_23,C84,28.67
M2_23,C85,177.1
M2_23,C86,172.4
M2_23,C87,66.04
M2_23,C88,168.15
M2_23,C89,193.65
M2_23,C90,145.27
M2_23,C91,221.66
M2_23,C92,102.46
M2_23,C93,172.9
M2_23,C94,221.55
M2_23,C95,59.81
M2_23,C96,173.84
M2_23,C97,121.36
M2_23,C98,59.39
M2_23,C99,173.23
M2_23,C100,26.37
M2_24,C1,54.87
M2_24,C2,243.66
M2_24,C3,214.88
M2_24,C4,132.33
M2_24,C5,94.66
M2_24,C6,270.54
M2_24,C7,198.23
M2_24,C8,255.41
M2_24,C9,193.58
M2_24,C10,56.48
M2_24,C11,265.98
M2_24,C12,237.61
M2_24,C13,221.68
M2_24,C14,191.65
M2_24,C15,231.88
M2_24,C16,95.11
M2_24,C17,231.75
M2_24,C18,59.25
M2_24,C19,128.54
M2_24,C20,68.52
M2_24,C21,107.94
M2_24,C22,211.2
M2_24,C23,129.26
M2_24,C24,156.97
M2_24,C25,234.92
M2_24,C26,231.86
M2_24,C27,136.11
M2_24,C28,112.57
M2_24,C29,241.12
